,Virus name,Tier,Subtype,Infection stage,Coreceptor,Country,Year,Accession,Alias,Seq data,Virus patient,Virus type,Seq name,IC50,4E10:IC50: by study
312,94UG114,,D,chronic,CCR5,UGANDA,1994.0,AY494966,,Yes,114,panel,D.UG.1994.94UG114.AY494966,9.72,9.72: Walker2009a
313,96ZM651_02,2,C,<12mo,,ZAMBIA,1996.0,AF286224,"96ZM651, 96ZM651.02",Yes,651,panel,C.ZM.1996.96ZM651_02.AF286224,0.10575,0.033: Bricault2019_dataset2;0.113: Bricault2019;0.113: Chuang2013;0.113: Huang2012a;0.113: Huang2016a_dataset1;0.26: Williams2017_dataset1
314,98CN006,,08_BC,chronic,CCR5,CHINA,1998.0,AY669745,,Yes,CN006,panel,08_BC.CN.1998.98CN006.AY669745,1.91,1.91: Walker2009a
315,98CN009,,07_BC,chronic,,CHINA,1998.0,AY669747,,Yes,CN009,panel,07_BC.CN.1998.98CN009.AY669747,2.46,2.46: Walker2009a
316,98IN022,,C,chronic,CCR5,INDIA,1998.0,AY669748,,Yes,IN022,panel,C.IN.1998.98IN022.AY669748,0.53,0.53: Walker2009a
317,98_F4_H5_13,3,C,<12mo,,TANZANIA,2000.0,HQ659642,"98-F4_H5-13, 98-F4_H5_13",Yes,98F4,panel,C.TZ.2000.98_F4_H5_13.HQ659642,100.0,>50: Bricault2019_dataset1;>50: Montefiori CAVD CA-VIMC;>50: Wagh2016
318,98_V3_C5,,C,<12mo,,TANZANIA,2004.0,HM215355,"98.v3.c5, 0098.v3.c10",Yes,98V3,panel,C.TZ.2004.98_V3_C5.HM215355,100.0,>50: Montefiori CAVD CA-VIMC
319,A03349M1_VRC4A,,D,,,UGANDA,1999.0,HM215356,"A03349M1.vrc4a, A03349M1",Yes,A03349,panel,D.UG.1999.A03349M1_VRC4A.HM215356,2.18386,0.27: Bricault2019_dataset2;3.12: Bricault2019;3.12: Chuang2013;3.12: Huang2012a;3.12: Huang2016a_dataset1;4.24: Williams2017_dataset1
320,A07412M1_VRC12,2,D,,CCR5,UGANDA,1999.0,HM215357,"A07412M1, A07412M1.vrc12",Yes,A07412,panel,D.UG.1999.A07412M1_VRC12.HM215357,1.06363,0.14: Bricault2019_dataset2;1.4: Williams2017_dataset1;1.42: Bricault2019_dataset3;1.42: Hraber2014;1.42: Montefiori CAVD CA-VIMC;2.58: Zhang2019a
321,AC10_29,2,B,acute,CCR5,UNITED STATES,1998.0,AY835446,"AC10_0_29, AC10.29.SG3, AC10, AC10.0, SVPB13, AC10.29, NIH-ARP-11024, AC10.0.29",Yes,AC10,panel,B.US.1998.AC10_29.AY835446,0.37901,0.102: Bricault2019_dataset2;0.19: Crooks2015;0.25: Morris2011;0.3: Bricault2019_dataset3;0.3: Corti2010;0.3: Hraber2014;0.3: Montefiori CAVD CA-VIMC;0.408: Bricault2019;0.408: Chuang2013;0.408: Georgiev2013_dataset1;0.408: Huang2012a;0.408: Huang2016a_dataset1;0.41: Doria-Rose2014;0.531: Williams2017_dataset1;0.666: Zhang2019a;0.98: Miglietta2014;1.09: Pace2013
322,ADA,,B,chronic,,UNITED STATES,1986.0,AY426119,"ADA_DG, ADA.DG",Yes,ADA,panel,B.US.1986.ADA.AY426119,0.5162,0.055: Bricault2019_dataset2;0.52: Crooks2015;0.656: Bricault2019;0.656: Chuang2013;0.656: Georgiev2013_dataset1;0.656: Huang2012a;0.656: Huang2016a_dataset1;0.836: Zhang2019a;0.896: Williams2017_dataset1
323,AIIMS731_73105B,,C,<12mo,,INDIA,2017.0,MT366192,73105b,Yes,AIIMS731,non-panel,C.IN.2017.AIIMS731_73105B.MT366192,4.632,4.632: Mishra2020
324,AIIMS731_73105C,,C,<12mo,,INDIA,2017.0,MT366193,73105c,Yes,AIIMS731,non-panel,C.IN.2017.AIIMS731_73105C.MT366193,3.652,3.652: Mishra2020
325,AIIMS731_73105D,,C,<12mo,,INDIA,2017.0,MT366194,73105d,Yes,AIIMS731,non-panel,C.IN.2017.AIIMS731_73105D.MT366194,3.658,3.658: Mishra2020
326,AIIMS731_73105E,,C,<12mo,,INDIA,2017.0,MT366195,73105e,Yes,AIIMS731,non-panel,C.IN.2017.AIIMS731_73105E.MT366195,4.251,4.251: Mishra2020
327,AIIMS731_73105H,,C,<12mo,,INDIA,2017.0,MT366196,73105h,Yes,AIIMS731,non-panel,C.IN.2017.AIIMS731_73105H.MT366196,2.364,2.364: Mishra2020
328,AIIMS731_73106F,,C,<12mo,,INDIA,2017.0,MT366197,73106f,Yes,AIIMS731,non-panel,C.IN.2017.AIIMS731_73106F.MT366197,2.023,2.023: Mishra2020
329,APV_13,,B,<12mo,CCR5,UNITED STATES,2001.0,DQ869019,,Yes,APV_13,panel,B.US.2001.APV_13.DQ869019,7.33,7.33: Walker2009a
330,APV_17,,B,<12mo,CCR5,UNITED STATES,2002.0,DQ869023,,Yes,APV_17,panel,B.US.2002.APV_17.DQ869023,10.53,10.53: Walker2009a
331,APV_6,,B,<12mo,CCR5,UNITED STATES,2003.0,DQ869030,,Yes,APV6,panel,B.US.2003.APV_6.DQ869030,1.1,1.1: Walker2009a
332,B005018_8_F6_3,2,C,acute,,BOTSWANA,2006.0,KF114881,B005018-8_F6.3,Yes,B005018,panel,C.BW.2006.B005018_8_F6_3.KF114881,2.86,2.86: Bricault2019_dataset1;2.86: Wagh2016
333,B005582_7_G7_8,2,C,<3mo,,BOTSWANA,2007.0,KF114882,B005582-7_G7.8,Yes,B005582,panel,C.BW.2007.B005582_7_G7_8.KF114882,23.64,23.64: Bricault2019_dataset1;23.64: Wagh2016
334,B01,1,B,<12mo,CCR5,CHINA,2003.0,EU363825,,Yes,B01,panel,B.CN.2003.B01.EU363825,7.25,7.25: Nie2020
335,B02,1,B,<12mo,,CHINA,2003.0,EU363826,,Yes,B02,panel,B.CN.2003.B02.EU363826,3.34,3.34: Nie2020
336,B03,3,B,<12mo,,CHINA,2003.0,EU363827,,Yes,B03,panel,B.CN.2003.B03.EU363827,7.4,7.4: Nie2020
337,B05,3,B,<12mo,,CHINA,2006.0,EU363829,,Yes,B05,panel,B.CN.2006.B05.EU363829,5.46,5.46: Nie2020
338,B06,2,B,<12mo,CCR5,CHINA,,EU363830,,Yes,B06,panel,B.CN..B06.EU363830,4.78,4.78: Nie2020
339,BAL_01,,B,<12mo,,UNITED STATES,1985.0,DQ318210,"Bal.01, BaL.01, BaL-PBMC, BaL, Bal",Yes,BAL,panel,B.US.1985.BAL_01.DQ318210,4.13504,0.421: Bricault2019_dataset2;3.53: Williams2017_dataset1;6.74: Bricault2019;6.74: Chuang2013;6.74: Georgiev2013_dataset1;6.74: Huang2012a;6.74: Huang2016a_dataset1
340,BAL_26,1B,B,<12mo,,UNITED STATES,1985.0,DQ318211,"Bal.26, BaL.26",Yes,BAL,panel,B.US.1985.BAL_26.DQ318211,1.57577,0.518: Bricault2019_dataset2;0.7: Corti2010;0.7: Montefiori CAVD CA-VIMC;0.7: Scheid2009;0.72: Rusert2016;2.7: Bricault2019;2.7: Chuang2013;2.7: Georgiev2013_dataset1;2.7: Huang2012a;2.7: Huang2016a_dataset1;3.04: Williams2017_dataset1;4.2: Zhang2019a
341,BB201_B42,,A1,acute T/F,,KENYA,,DQ187171,"BB201.B42, BB201",Yes,B201child,panel,A1.KE..BB201_B42.DQ187171,1.98048,0.613: Bricault2019_dataset2;2.19: Bricault2019;2.19: Chuang2013;2.19: Georgiev2013_dataset1;2.19: Huang2012a;2.19: Huang2016a_dataset1;3.87: Williams2017_dataset1
342,BB539_2B13,,A1,acute T/F,,KENYA,,DQ187240,"BB539.2B13, BB539",Yes,B539child,panel,A1.KE..BB539_2B13.DQ187240,1.01124,0.591: Bricault2019_dataset2;0.712: Bricault2019;0.712: Chuang2013;0.712: Georgiev2013_dataset1;0.712: Huang2012a;0.712: Huang2016a_dataset1;10: Williams2017_dataset1
343,BC01,3,08_BC,<12mo,,CHINA,2006.0,EU363831,,Yes,YN161,panel,08_BC.CN.2006.BC01.EU363831,0.22249,0.15: Nie2020;0.33: Montefiori CAVD CA-VIMC
344,BC02,1,07_BC,<12mo,CCR5,CHINA,,EU363832,,Yes,XJ74,panel,07_BC.CN..BC02.EU363832,1.96,1.96: Nie2020
345,BC03,1,BC,<12mo,,CHINA,2003.0,EU363833,,Yes,BC03,panel,BC.CN.2003.BC03.EU363833,0.46648,0.34: Montefiori CAVD CA-VIMC;0.64: Nie2020
346,BC04,2,BC,<12mo,,CHINA,2007.0,EU363834,,Yes,BC04,panel,BC.CN.2007.BC04.EU363834,1.4,1.4: Nie2020
347,BC05,2,BC,<12mo,,CHINA,2007.0,EU363835,,Yes,BC05,panel,BC.CN.2007.BC05.EU363835,1.15897,0.73: Nie2020;1.84: Montefiori CAVD CA-VIMC
348,BC06,3,08_BC,<12mo,,CHINA,2005.0,EU363836,,Yes,BC06,panel,08_BC.CN.2005.BC06.EU363836,0.37417,0.28: Montefiori CAVD CA-VIMC;0.5: Nie2020
349,BC07,3,07_BC,<12mo,CCR5,CHINA,2005.0,EU363837,,Yes,YN109,panel,07_BC.CN.2005.BC07.EU363837,2.14877,1.94: Nie2020;2.38: Montefiori CAVD CA-VIMC
350,BC08,2,BC,<12mo,,CHINA,2006.0,EU363838,,Yes,BC08,panel,BC.CN.2006.BC08.EU363838,0.92,0.92: Nie2020
351,BC09,2,BC,<12mo,,CHINA,2003.0,EU363839,,Yes,BC09,panel,BC.CN.2003.BC09.EU363839,4.36503,2.65: Montefiori CAVD CA-VIMC;7.19: Nie2020
352,BC10,2,07_BC,<12mo,CCR5,CHINA,2005.0,EU363840,,Yes,BC10,panel,07_BC.CN.2005.BC10.EU363840,0.29189,0.12: Nie2020;0.71: Montefiori CAVD CA-VIMC
353,BC11,2,BC,<12mo,,CHINA,2005.0,EU363841,,Yes,BC11,panel,BC.CN.2005.BC11.EU363841,0.14,0.07: Montefiori CAVD CA-VIMC;0.28: Nie2020
354,BC12,1,07_BC,<12mo,CCR5,CHINA,,EU363842,,Yes,BC12,panel,07_BC.CN..BC12.EU363842,0.66,0.66: Montefiori CAVD CA-VIMC;0.66: Nie2020
355,BC13,3,BC,<12mo,,CHINA,,EU363843,,Yes,BC13,panel,BC.CN..BC13.EU363843,0.32757,0.29: Montefiori CAVD CA-VIMC;0.37: Nie2020
356,BC14,3,07_BC,<12mo,CCR5,CHINA,2003.0,EU363844,,Yes,BC14,panel,07_BC.CN.2003.BC14.EU363844,1.29,1.29: Nie2020
357,BC15,3,BC,<12mo,,CHINA,2003.0,EU363845,,Yes,BC15,panel,BC.CN.2003.BC15.EU363845,1.58,1.58: Nie2020
358,BC16,2,07_BC,<12mo,CCR5,CHINA,,EU363846,,Yes,BC16,panel,07_BC.CN..BC16.EU363846,0.82,0.82: Nie2020
359,BC17,2,08_BC,<12mo,CCR5,CHINA,2006.0,EU363847,,Yes,BC17,panel,08_BC.CN.2006.BC17.EU363847,0.09,0.09: Nie2020
360,BC18,2,07_BC,<12mo,CCR5,CHINA,2005.0,EU363848,,Yes,XJ153,panel,07_BC.CN.2005.BC18.EU363848,3.03,3.03: Nie2020
361,BCF02,,O,chronic,,FRANCE,1994.0,AJ236391,,Yes,BCF02,panel,O.FR.1994.BCF02.AJ236391,20.0,>10: Morgand2015;>50: Braibant2013
362,BCF03,,O,chronic,,FRANCE,1990.0,AJ133055,,Yes,BCF03,panel,O.FR.1990.BCF03.AJ133055,20.0,>10: Morgand2015;>50: Braibant2013
363,BCF108,,O,chronic,,FRANCE,1998.0,AJ238865,,Yes,BCF108,panel,O.FR.1998.BCF108.AJ238865,20.0,>10: Morgand2015
364,BF1266_431A,2,C,acute T/F,,MALAWI,2002.0,HM215360,"BF1266, BF1266.431a",Yes,1266,panel,C.MW.2002.BF1266_431A.HM215360,6.1985,2.47: Zhang2019a;6.39: Bricault2019_dataset1;6.39: Bricault2019_dataset3;6.39: Hraber2014;6.39: Montefiori CAVD CA-VIMC;6.39: Wagh2016;13.36: Fouda2013
365,BF1677F2_613A,,C,,,MALAWI,,HM215361,"BF1677F2.613a, BF1677F2_613a",Yes,1677,panel,C.MW..BF1677F2_613A.HM215361,9.75,9.75: Montefiori CAVD CA-VIMC;>25: Fouda2013
366,BF329,,C,,,MALAWI,2002.0,JN983803,,Yes,329,panel,C.MW.2002.BF329.JN983803,17.11,17.11: Fouda2013
367,BF591,,C,,,MALAWI,2002.0,JN983804,,Yes,591,panel,C.MW.2002.BF591.JN983804,5.78,5.78: Fouda2013
368,BF703,,C,,,MALAWI,2002.0,JN983805,,Yes,703,panel,C.MW.2002.BF703.JN983805,7.52,7.52: Fouda2013
369,BF942_218D,,C,,,MALAWI,,HM215362,"BF942a, BF942.218d",Yes,942,panel,C.MW..BF942_218D.HM215362,0.82614,0.75: Fouda2013;0.91: Montefiori CAVD CA-VIMC
370,BG1168_1,2,B,<3mo,CCR5,UNITED STATES,1996.0,AY835443,"BG1168.1, SVPB10, BG1168_01, BG1168, 1168, BG1168.01",Yes,PIC55751,panel,B.US.1996.BG1168_1.AY835443,2.26124,0.396: Bricault2019_dataset2;1.8: Montefiori CAVD CA-VIMC;2.23: Williams2017_dataset1;2.3: Crooks2015;2.3: Moody2015;3.34: Bricault2019;3.34: Chuang2013;3.34: Georgiev2013_dataset1;3.34: Huang2012a;3.34: Huang2016a_dataset1
371,BG505_W6M_A5_T332N,,A1,acute,,KENYA,1993.0,DQ208456,BG505_W6M_ENV_A5_T332N,Yes,BG505,mutant,A1.KE.1993.BG505_W6M_A5_T332N.DQ208456,1.74,1.74: Rusert2016
372,BG505_W6M_C2,2,A1,acute T/F,,KENYA,1993.0,DQ208458,"BG505.w6m, BG505.W6M.ENV.C2, BG505.Env.C2, BG505.W6M.C2.WT, BG505.W6M.C2, BG505",Yes,BG505,panel,A1.KE.1993.BG505_W6M_C2.DQ208458,1.01414,0.689: Bricault2019_dataset2;0.89: Hoffenberg2013;1.15: Zhang2019a;1.5: Williams2017_dataset1
373,BI369_9A,,A1,acute T/F,,KENYA,,DQ187019,"BI369, BI369.9A",Yes,I369child,panel,A1.KE..BI369_9A.DQ187019,1.0793,0.356: Bricault2019_dataset2;1.03: Williams2017_dataset1;1.36: Bricault2019;1.36: Chuang2013;1.36: Georgiev2013_dataset1;1.36: Huang2012a;1.36: Huang2016a_dataset1
374,BJ168_17,3,B,,,CHINA,,MN617378,BJ168.17,Yes,BJ168,panel,B.CN..BJ168_17.MN617378,1.68,1.68: Nie2020
375,BJ171_13,1,B,,,CHINA,,MN617379,BJ171.13,Yes,BJ171,panel,B.CN..BJ171_13.MN617379,1.13,1.13: Nie2020
376,BJ175_4,2,B,,,CHINA,,MN617380,BJ175.4,Yes,BJ175,panel,B.CN..BJ175_4.MN617380,0.14,0.14: Nie2020
377,BJ176_1,2,B,,,CHINA,,MN617381,BJ176.1,Yes,BJ176,panel,B.CN..BJ176_1.MN617381,4.87,4.87: Nie2020
378,BJ17A_6,3,01_AE,<12mo,CCR5,CHINA,2007.0,GU475028,BJ17A.6,Yes,,panel,01_AE.CN.2007.BJ17A_6.GU475028,2.84,2.84: Nie2020
379,BJ22_5,1,07_BC,,CCR5,CHINA,,HQ326125,BJ22-5,Yes,,panel,07_BC.CN..BJ22_5.HQ326125,0.15,0.15: Nie2020
380,BJ23_1,3,B,,,CHINA,,MN617361,BJ23-1,Yes,,panel,B.CN..BJ23_1.MN617361,1.96,1.96: Nie2020
381,BJ24_3,2,07_BC,,CCR5,CHINA,,HQ326126,BJ24-3,Yes,,panel,07_BC.CN..BJ24_3.HQ326126,0.64,0.64: Nie2020
382,BJ28_13,2,07_BC,,,CHINA,,MN617362,BJ28-13,Yes,,panel,07_BC.CN..BJ28_13.MN617362,1.4,1.4: Nie2020
383,BJ33_11,3,B,,,CHINA,,MN642094,BJ33.11,Yes,BJ33,panel,B.CN..BJ33_11.MN642094,0.43,0.43: Nie2020
384,BJ39_14,2,B,,,CHINA,,MN617376,BJ39.14,Yes,BJ39,panel,B.CN..BJ39_14.MN617376,0.56,0.56: Nie2020
385,BJ3_4,3,01_AE,<12mo,CCR5,CHINA,2007.0,GU475040,BJ3.4,Yes,,panel,01_AE.CN.2007.BJ3_4.GU475040,11.12,11.12: Nie2020
386,BJ5_11,2,01_AE,<12mo,CCR5,CHINA,2007.0,GU475024,BJ5.11,Yes,,panel,01_AE.CN.2007.BJ5_11.GU475024,1.93,1.93: Nie2020
387,BJ6_17,2,01_AE,<12mo,CCR5,CHINA,2008.0,GU475029,BJ6.17,Yes,,panel,01_AE.CN.2008.BJ6_17.GU475029,1.58,1.58: Nie2020
388,BJOX002000_03_2,2,07_BC,acute T/F,,CHINA,2007.0,HM215364,"BJOX002000.03.2, BJOX002000, BJOX2000",Yes,OX002000,panel,07_BC.CN.2007.BJOX002000_03_2.HM215364,1.68105,0.384: Bricault2019_dataset2;1.1: Williams2017_dataset1;2.74: Montefiori CAVD CA-VIMC;6.9: Decamp2014
389,BJOX003000_19_1,,B,acute,,CHINA,2007.0,HM215365,"MG01, BJOX3, BJOX003000.19.1",Yes,OX003000,panel,B.CN.2007.BJOX003000_19_1.HM215365,3.27,3.27: Montefiori CAVD CA-VIMC
390,BJOX005000_09_2,,01_AE,acute,,CHINA,2007.0,HM215367,"BJOX5, MG03, BJOX005000.09.2",Yes,OX005000,panel,01_AE.CN.2007.BJOX005000_09_2.HM215367,50.0,>25: Montefiori CAVD CA-VIMC
391,BJOX006000_13_3,,B,<3mo,,CHINA,2007.0,HM215369,"MG08, BJOX006000.13.3, BJOX6",Yes,OX006000,panel,B.CN.2007.BJOX006000_13_3.HM215369,12.5,12.5: Montefiori CAVD CA-VIMC
392,BJOX007000_02_3,,B,<12mo,,CHINA,2007.0,HM215370,"MG04, BJOX007000.02.3, BJOX7",Yes,OX007000,panel,B.CN.2007.BJOX007000_02_3.HM215370,2.8,2.8: Montefiori CAVD CA-VIMC
393,BJOX008000_04_3,,01_AE,<12mo,,CHINA,2007.0,HM215371,BJOX008000.04.3,Yes,OX008000,panel,01_AE.CN.2007.BJOX008000_04_3.HM215371,0.3,0.3: Montefiori CAVD CA-VIMC
394,BJOX009000_02_4,2,01_AE,<3mo,,CHINA,2007.0,HM215372,"BJOX009000, BJOX09, BJOX009000.02.4",Yes,OX009000,panel,01_AE.CN.2007.BJOX009000_02_4.HM215372,0.23554,0.17: Bricault2019_dataset3;0.17: Hraber2014;0.17: Montefiori CAVD CA-VIMC;0.251: Bricault2019_dataset2;0.356: Williams2017_dataset1;0.389: Zhang2019a
395,BJOX010000_06_2,2,01_AE,acute T/F,,CHINA,2007.0,HM215373,"BJOX010000.06.2, BJOX010000, BJOX10, MG07",Yes,OX010000,panel,01_AE.CN.2007.BJOX010000_06_2.HM215373,0.42533,0.06: Bricault2019_dataset2;0.438: Zhang2019a;0.44: Williams2017_dataset1;0.8: Bricault2019_dataset3;0.8: Hraber2014;0.8: Montefiori CAVD CA-VIMC
396,BJOX011000_01_3,,07_BC,<12mo,,CHINA,2007.0,HM215375,"BJOX11, BJOX011000.01.3",Yes,OX011000,panel,07_BC.CN.2007.BJOX011000_01_3.HM215375,3.3,3.3: Montefiori CAVD CA-VIMC
397,BJOX015000_11_5,2,01_AE,acute T/F,,CHINA,2007.0,HM215377,"BJOX15, BJOX015000.11.5, BJOX015000",Yes,OX015000,panel,01_AE.CN.2007.BJOX015000_11_5.HM215377,0.16124,0.16: Bricault2019_dataset3;0.16: Hraber2014;0.16: Montefiori CAVD CA-VIMC;0.165: Zhang2019a
398,BJOX018000_02_3,,01_AE,<3mo,,CHINA,2007.0,HM215379,"MG10, BJOX18, BJOX018000.02.3",Yes,OX018000,panel,01_AE.CN.2007.BJOX018000_02_3.HM215379,2.3,2.3: Montefiori CAVD CA-VIMC
399,BJOX019000_02_1,,07_BC,acute,,CHINA,2007.0,HM215380,"BJOX19, BJOX019000.02.1",Yes,OX019000,panel,07_BC.CN.2007.BJOX019000_02_1.HM215380,11.5,11.5: Montefiori CAVD CA-VIMC
400,BJOX020000_03_3,,B,acute,,CHINA,2007.0,HM215382,"MG09, BJOX020000.03.3, BJOX20",Yes,OX020000,panel,B.CN.2007.BJOX020000_03_3.HM215382,4.64564,4.36: Montefiori CAVD CA-VIMC;4.95: Webb2015
401,BJOX021000_03_3,,01_AE,<12mo,,CHINA,2007.0,HM215383,"BJOX21, BJOX021000.03.3, MG11",Yes,OX021000,panel,01_AE.CN.2007.BJOX021000_03_3.HM215383,0.4,0.4: Montefiori CAVD CA-VIMC
402,BJOX022000_02_3,,B,<3mo,,CHINA,2007.0,HM215384,"BJOX22, MG13, BJOX022000.02.3",Yes,OX022000,panel,B.CN.2007.BJOX022000_02_3.HM215384,7.9,7.9: Montefiori CAVD CA-VIMC
403,BJOX023000_05_4,,01_AE,<3mo,,CHINA,2007.0,HM215385,"BJOX023000.05.4, BJOX23",Yes,OX023000,panel,01_AE.CN.2007.BJOX023000_05_4.HM215385,1.6,1.6: Montefiori CAVD CA-VIMC
404,BJOX025000_01_1,2,01_AE,acute T/F,,CHINA,2007.0,HM215386,"BJOX25.01, BJOX025000, BJOX025000.01.1, MG15.33",Yes,OX025000,panel,01_AE.CN.2007.BJOX025000_01_1.HM215386,0.28957,0.19: Bricault2019_dataset3;0.19: Hraber2014;0.19: Montefiori CAVD CA-VIMC;0.228: Bricault2019_dataset2;0.377: Zhang2019a;1: Williams2017_dataset1
405,BJOX025000_05_5,,01_AE,acute,,CHINA,2007.0,HM215387,"BJOX25.05, MG15.36",Yes,OX025000,panel,01_AE.CN.2007.BJOX025000_05_5.HM215387,2.3,2.3: Montefiori CAVD CA-VIMC
406,BJOX027000_02_1,,07_BC,<12mo,,CHINA,2007.0,HM215388,"BJOX027000.02.1, M14, BJOX27",Yes,OX027000,panel,07_BC.CN.2007.BJOX027000_02_1.HM215388,7.3,7.3: Montefiori CAVD CA-VIMC
407,BJOX028000_10_3,2,01_AE,acute T/F,,CHINA,2007.0,HM215389,"MG18, BJOX028000.10.3, BJOX028000, BJOX28.10",Yes,OX028000,panel,01_AE.CN.2007.BJOX028000_10_3.HM215389,0.68545,0.167: Bricault2019_dataset2;0.45: Zhang2019a;0.96: Bricault2019_dataset3;0.96: Hraber2014;0.96: Montefiori CAVD CA-VIMC;1.56: Williams2017_dataset1
408,BJOX028000_34_2,,01_AE,acute,,CHINA,2007.0,HM215390,"BJOX028000.34.2, BJOX28.34",Yes,OX028000,panel,01_AE.CN.2007.BJOX028000_34_2.HM215390,1.1,1.1: Montefiori CAVD CA-VIMC
409,BJOX028000_43_5,,01_AE,acute,,CHINA,2007.0,HM215391,"BJOX028000.43.5, BJOX28.43",Yes,OX028000,panel,01_AE.CN.2007.BJOX028000_43_5.HM215391,1.5,1.5: Montefiori CAVD CA-VIMC
410,BJOX029000_03_1,,07_BC,<12mo,,CHINA,2007.0,HM215392,"BJOX29, MG17, BJOX029000.03.1",Yes,OX029000,panel,07_BC.CN.2007.BJOX029000_03_1.HM215392,10.3,10.3: Montefiori CAVD CA-VIMC
411,BJOX030000_02_5,,01_AE,<12mo,,CHINA,2007.0,HM215393,BJOX030000.02.5,Yes,OX030000,panel,01_AE.CN.2007.BJOX030000_02_5.HM215393,3.6,3.6: Montefiori CAVD CA-VIMC
412,BJOX031000_02_2,,01_AE,<12mo,,CHINA,2008.0,HM215394,"BJOX31, BJOX031000.02.2",Yes,OX031000,panel,01_AE.CN.2008.BJOX031000_02_2.HM215394,3.7,3.7: Montefiori CAVD CA-VIMC
413,BJOX035000_04_8,,B,acute,,CHINA,2008.0,HM215395,BJOX035000.04.8,Yes,OX035000,panel,B.CN.2008.BJOX035000_04_8.HM215395,0.07,0.07: Montefiori CAVD CA-VIMC
414,BJX4_6,2,01_AE,<12mo,CCR5,CHINA,2007.0,GU475020,BJX4.6,Yes,,panel,01_AE.CN.2007.BJX4_6.GU475020,8.55,8.55: Nie2020
415,BJYA105_5,3,B,,,CHINA,,MN617383,BJYA105.5,Yes,BJYA105,panel,B.CN..BJYA105_5.MN617383,4.67,4.67: Nie2020
416,BJYA109_9,3,B,,,CHINA,,MN617384,BJYA109.9,Yes,BJYA109,panel,B.CN..BJYA109_9.MN617384,3.68,3.68: Nie2020
417,BJYA119_6,2,B,,,CHINA,,MN617385,BJYA119.6,Yes,BJYA119,panel,B.CN..BJYA119_6.MN617385,7.35,7.35: Nie2020
418,BL01,,B,chronic,CCR5 CXCR4,UNITED STATES,,AY124970,"ABL01, BL01_DG, BL01.DG",Yes,a,panel,B.US..BL01.AY124970,2.84574,0.362: Bricault2019_dataset2;1.8: Crooks2015;2.94: Williams2017_dataset1;4.68: Bricault2019;4.68: Chuang2013;4.68: Georgiev2013_dataset1;4.68: Huang2012a;4.68: Huang2016a_dataset1
419,BORI_D9_4D7_1410,2,B,acute,CCR5,UNITED STATES,1990.0,EU576296,"BORI-d9.4D7, BORI_d9_4D7_1410",Yes,BORI0637,panel,B.US.1990.BORI_D9_4D7_1410.EU576296,13,13: Montefiori CAVD CA-VIMC
420,BORI_D9_4F8_1413,2,B,acute,CCR5,UNITED STATES,1990.0,EU576299,"BORI-d9.4F8, BORI_d9_4F8_1413",Yes,BORI0637,panel,B.US.1990.BORI_D9_4F8_1413.EU576299,3.4,3.4: Montefiori CAVD CA-VIMC
421,BR07,,B,chronic,CCR5,UNITED STATES,,AY124979,"BR07_DG, BR07.DG, CBR07",Yes,c,panel,B.US..BR07.AY124979,1.20842,0.118: Bricault2019_dataset2;0.972: Williams2017_dataset1;2.01: Bricault2019;2.01: Chuang2013;2.01: Georgiev2013_dataset1;2.01: Huang2012a;2.01: Huang2016a_dataset1
422,BS208_B1,,A1D,acute T/F,,KENYA,,KX364401,"BS208.M6.B1, BS208.B1, BS208",Yes,S208child,panel,A1D.KE..BS208_B1.KX364401,0.57447,0.319: Bricault2019_dataset2;0.618: Bricault2019;0.618: Chuang2013;0.618: Georgiev2013_dataset1;0.618: Huang2012a;0.618: Huang2016a_dataset1;0.718: Williams2017_dataset1
423,BX08_16,1B,B,<12mo,,FRANCE,,GQ855765,"BX08.16, BX08",Yes,BX08,panel,B.FR..BX08_16.GQ855765,0.58592,0.213: Bricault2019_dataset2;0.234: Williams2017_dataset1;0.469: Bricault2019;0.469: Chuang2013;0.469: Huang2012a;0.469: Huang2016a_dataset1;2.4: Corti2010;2.4: Montefiori CAVD CA-VIMC
424,BZ167_12,1B,B,<12mo,CXCR4,BRAZIL,1990.0,GQ855764,BZ167.12,Yes,BZ167,panel,B.BR.1990.BZ167_12.GQ855764,0.83,0.83: Montefiori CAVD CA-VIMC
425,C1080_C3,2,01_AE,<12mo,CCR5,THAILAND,1999.0,JN944660,"C1080, C1080_C03, C1080.c3, C1080rsga_c3, C1080rsga, C1080.c03",Yes,C1080,panel,01_AE.TH.1999.C1080_C3.JN944660,0.52766,0.108: Bricault2019_dataset2;0.312: Rusert2016;0.328: Zhang2019a;0.598: Bricault2019;0.598: Chuang2013;0.598: Huang2012a;0.598: Huang2016a_dataset1;0.6: Bricault2019_dataset3;0.6: Doria-Rose2014;0.6: Hraber2014;1.09: Williams2017_dataset1;1.4: Montefiori CAVD CA-VIMC
426,C2101_C1,2,01_AE,<12mo,CCR5,THAILAND,1999.0,JN944661,"C2101.c01, C2101.01, C2101.c1, C2101_C01, C2101rsga_c1, C2101",Yes,C2101,panel,01_AE.TH.1999.C2101_C1.JN944661,2.89955,1.2: Bricault2019_dataset2;2: Montefiori CAVD CA-VIMC;2.45: Bricault2019;2.45: Huang2012a;2.45: Huang2016a_dataset1;2.5: Chuang2013;3.1: Bricault2019_dataset3;3.1: Hraber2014;3.19: Williams2017_dataset1;15.529: Chen2014
